text,label
now they have,Claim
it hasnt cost the taxpayers of this country one cent,Claim
theyve educated more than 20000 of those students loaned out over a hundred million dollars,Claim
thats one of the reasons ive worked so hard to bring better health care to the people,Claim
why ive worked so hard on the welfare reform billto give them a chance to break these cycles of poverty a chance for a step up in life,Claim
what ive seen in the way of poverty down there in that area and the lack of medical attention and trying to see that thats turned around,Premise
you will have a choice to make on election day,Claim
you will have a choice of whether america is going to choose the road of michael dukakis or the road of george bush as we march toward the 21st century,Claim
the road of michael dukakis comes down to this bigger government higher taxes,Claim
theyve always believed in higher taxes they always have and they always will,Premise
the road of george bush is the road to the future,Claim
it comes down to this an america second to none with visions of greatness economic expansion tough laws tough judges strong values respect for the flag and our institutions,Premise
george bush will lead us to the 21st century,Claim
a century that will be of hope and peace,Claim
ronald reagan and george bush saved america from decline,Claim
we changed america,Claim
michael dukakis fought us every step of the way,Claim
its not that theyre not sympathetic,Claim
its simply that they will take america backwards,Claim
its a most important decision,Claim
theres no bigger job than governing this great country of ours and leading it into its future,Premise
in just 34 days america will elect new leadership for our country,Claim
the debate has been ours but the decision is yours,Claim
help us bring america to a new era of greatness,Claim
ive worked for the betterment of our country both in war and peace as a bomber pilot as one who has been a businessman,Claim
a united states senator working to make this nation the fairest and the strongest and the most powerful in the world,Claim
the commitment and a contribution by all of us to do that,Claim
its going to take leadership,Claim
its going to take courage,Claim
it wont happen by accident,Claim
as americans we honor our past and we should,Claim
that wont happen,Claim
taking care of our economy just putting it on automatic pilot,Premise
our children are going to live in the future,Claim
george bush has the experience and with me a future committed to our family a future committed to the freedom,Claim
america can make a difference,Claim
its very common sense,Premise
she says you can do anything you want to if you just set your mind to it and go to work,Premise
i have i have,Claim
when it comes to foreign policy that will be my guiding question,Claim
first question is whats in the best interests of the united states,Premise
whats in the best interests of our people,Premise
is it in our nations interests,Premise
ive thought a lot about what it means to be the president,Claim
ive thought long and hard about the honor of being the president of the united states,Claim
peace in the middle east is in our nations interests,Claim
having a hemisphere that is free for trade and peaceful is in our nations interests,Claim
strong relations in europe is in our nations interest,Claim
i also understand that an administration is not one person,Claim
an administration is dedicated citizens who are called by the president to serve the country to serve a cause greater than self,Premise
ive thought about an administration of people who represent all america but people who understand my compassionate and conservative philosophy,Premise
i havent started naming names except for one person and thats mr richard cheney who i thought did a great job the other night,Premise
i think people got to see why i picked him,Claim
hes man of solid judgment,Premise
hes going to be a person to stand by my side,Premise
one of the things ive done in texas is ive been able to put together a good team of people,Premise
ive been able to set clear goals,Premise
the goals ought to be an education system that leaves no child behind medicare for our seniors a social security system thats safe and secure foreign policy thats in our nations interest and a strong military and then bring people together to achieve those goals,Claim
i dont think thats just the kind of exaggeration that we take pride in as americans,Claim
its really true even the ones that sometimes shake their fists at us,Premise
as soon as they have a change that allows the people to speak freely theyre wanting to develop some kind of blueprint that will help them be like us more freedom free markets political freedom,Premise
i think first and foremost our power ought to be wielded to in ways that form a more perfect union,Claim
weve got to enforce our civil rights laws,Claim
the power of example is americas greatest power in the world,Claim
that means for example standing up for human rights,Premise
it means addressing the problems of injustice and inequity along the lines of race and ethnicity here at home,Claim
in all these other places around the world where theyre having these terrible problems when they feel hope it is often because they see in us a reflection of their potential,Premise
weve got to deal with things like racial profiling,Claim
we have to keep our military strong,Claim
we have the strongest military,Premise
ill do whatever is necessary if im president to make sure that it stays that way,Claim
our real power comes i think from our values,Claim
i see our greatest national strength coming from what we stand for in the world,Claim
i see it as a question of values,Claim
it is a great tribute to our founders that 224 years later this nation is now looked to by the peoples on every other continent and the peoples from every part of this earth as a kind of model for what their future could be,Premise
i think they ought to look at us as a country that understands freedom where it doesnt matter who you are or how youre raised or where youre from that you can succeed,Claim
i dont think theyll look at us with envy,Claim
it really depends upon how our nation conducts itself in foreign policy,Claim
theyll resent us,Claim
if were an arrogant nation,Premise
theyll welcome us,Claim
if were a humble nation but strong,Premise
we have to be humble,Claim
our nation stands alone right now in the world in terms of power,Premise
and yet project strength in a way that promotes freedom,Claim
i dont think they ought to look at us in any way other than what we are,Claim
were a freedomloving nation,Premise
if were an arrogant nation,Premise
theyll view us that way,Claim
if were a humble nation,Premise
theyll respect us,Claim
i agree with that,Claim
i agree with that,Claim
i think that the idea of humility is an important one,Claim
i think that we also have to have a sense of mission in the world,Claim
one of the problems that we have faced in the world is that we are so much more powerful than any single nation has been in relationship to the rest of the world than at any time in history that i know about anyway that there is some resentment of us power,Premise
we have to protect our capacity to push forward what americas all about,Claim
not only military strength and our values it also means keeping our economy strong,Claim
in the last or two decades ago it was routine for leaders of foreign countries to come over here and say you guys have got to do something about these horrendous deficits because its causing tremendous problems for the rest of the world,Premise
we were lectured to all the time,Premise
we need to do more,Claim
the fact that we have the strongest economy in history today is not good enough,Claim
the fact that it is so strong enables us to project the power for good that america can represent,Premise
yes it does,Claim
take for example third world debt,Premise
i think we ought to be forgiving third world debt under certain conditions,Claim
for example if were convinced that a third world country thats got a lot of debt would reform itself,Premise
that the money wouldnt go into the hands of a few but would go to help people,Premise
i think it makes sense for us to use our wealth in that way or to trade debt for valuable rain forest lands makes that much sense yes,Claim
we can lend money but we have to do it wisely,Claim
we shouldnt be lending money to corrupt officials,Premise
we do have an obligation but we cant be all things to all people,Claim
we can help build coalitions,Premise
we cant put our troops all around the world,Premise
we got to be guarded in our generosity,Claim
the first priority has to be on ending the violence dampening down the tensions that have arisen there,Claim
we need to call upon syria to release the three israeli soldiers who have been captured,Claim
we need to insist that arafat send out instructions to halt some of the provocative acts of violence that have been going on,Claim
i think that we also have to keep a weather eye toward saddam hussein,Claim
he is taking advantage of this situation to once again make threats,Premise
he needs to understand that hes not only dealing with israel he is dealing  hes dealing with us if he is making the kind of threats that hes talking about there,Premise
our bonds with israel are larger than agreements or disagreements on some details of diplomatic initiatives,Claim
they are historic,Premise
they are strong,Premise
they are enduring,Premise
our ability to serve as an honest broker is something that we need to shepherd,Claim
our country has been very active with regular conversations with the leaders there,Premise
in the last 24 hours there has been some subsiding of the violence there,Premise
its a very tense situation there,Premise
i think during the campaign particularly now during this difficult period we ought to be speaking with one voice,Claim
i appreciate the way the administration has worked hard to calm the tensions,Premise
i think credibility is going to be very important in the future in the middle east,Claim
should i be the president israels going to be our friend,Claim
im going to stand by israel,Claim
i call on chairman arafat to have his people pull back to make the peace,Premise
i think its important to reach out to moderate arab nations like jordan and egypt saudi arabia and kuwait,Claim
its important to be friends with people when you dont need each other so that when you do theres a strong bond of friendship,Premise
the coalition against saddam has fallen apart or its unraveling,Claim
the sanctions are being violated,Premise
we dont know whether hes developing weapons of mass destruction,Premise
theres going to be a consequence should i be the president,Claim
he better not be,Premise
thats going to be particularly important in dealing not only with situations such as now occurring in israel but with saddam hussein,Claim
its important to have credibility,Claim
credibility is formed by being strong with your friends and resolute in your determination,Claim
i think its important for this nation to develop an antiballistic missile system that we can share with our allies in the middle east,Claim
if need be to keep the peace,Premise
to be able to say to the saddam husseinâ€™s of the world or the iranians dont dare threaten our friends,Premise
its also important to keep strong ties in the middle east credible ties,Claim
because of the energy crisis were now in,Premise
a lot of the energy is produced from the middle east,Premise
we stand with israel,Claim
we have maintained the ability to serve as an honest broker,Premise
thats important,Claim
israel cannot have direct dialogue with some of the people on the other side of conflicts especially during times of tension unless that dialogue comes through us,Premise
we will have thrown away a strategic asset thats important not only to us but also to israel,Claim
if we throw away that ability to serve as an honest broker,Premise
i do,Claim
it cant be the united states timetable as to how discussions take place,Claim
its got to be a timetable that all parties can agree to like the palestinians and israelis,Premise
the term honest broker makes sense,Claim
any lasting peace is going to have to be a peace thats good for both sides,Premise
i will try to do the same thing,Claim
this current administrations worked hard to keep the parties at the table,Premise
it wont be on my timetable,Claim
it will be on the timetable that people are comfortable with in the middle east,Claim
i could handle the iraqi situation better,Claim
i do,Claim
there are no inspectors now in iraq,Premise
the coalition that was in place isnt as strong as it used to be,Premise
he is a danger,Premise
we dont want him fishing in troubled waters in the middle east,Premise
its going to be hard its going to be important to rebuild that coalition to keep the pressure on him,Claim
i want to go further,Claim
thats the situation that was left when i got there,Claim
when i got to be a part of the current administration it was right after  i was one of the few members of my political party to support former president bush in the persian gulf war resolution,Premise
at the end of that war for whatever reason it was not finished in a way that removed saddam hussein from power,Premise
i want to give robust support to the groups that are trying to overthrow saddam hussein,Claim
there are allegations that theyre too weak to do it,Premise
but thats what they said about the forces that were opposing milosevic in serbia,Premise
the policy of enforcing sanctions against serbia has just resulted in a spectacular victory for democracy just in the past week,Premise
it seems to me that having taken so long to see the sanctions work there building upon the policy of containment that was successful over a much longer period of time against the former soviet union in the communist block,Premise
seems a little early to declare that we should give up on the sanctions,Claim
all of these flights that have come in all of them have been in accordance with the sanctions regime im told except for three where they notified,Premise
they want to base their vote on differences between the two of you as president how you would handle middle east policy,Claim
people watching here tonight are very interested in middle east policy,Premise
i dont think they should be allowed to,Claim
theyre trying to break out of the box,Premise
no of course not,Claim
absolutely not,Claim
i want them to be tougher,Claim
i think its a triumph,Claim
i think its good public policy,Claim
it worked,Premise
im pleased i took  made the decision i made,Claim
im pleased the president made the decision he made,Claim
freedom took hold in that part of the world,Premise
i called upon the congress not to hamstring the administration,Premise
in terms of forcing troop withdrawals on a timetable that wasnt necessarily in our best interest or fit our nations strategy,Premise
theres a lot of work left to be done,Claim
i thought the president made the right decision in joining nato and bombing serbia,Claim
i supported them when they did so,Claim
yes i think it is,Claim
absolutely,Claim
i dont think he would have fallen had we not used the force,Claim
i thought he made the right decision to do so,Claim
i didnt think he necessarily made the right decision to take land troops off the table right before we committed ourselves offensively,Claim
nevertheless it worked,Premise
the administration deserves credit for having made it work,Claim
it is important for nato to have it work,Premise
its important for nato to be strong and confident and to help keep the peace in europe,Premise
i felt so strongly that the united states needed to participate,Claim
because of our relations with nato,Premise
nato is going to be an important part of keeping the peace in the future,Premise
theres more work to do,Claim
i certainly hope there is one,Claim
remains to be seen however whether or not theres going to be a political settlement in kosovo,Premise
i hope our european friends become the peacekeepers in bosnia and in the balkans,Claim
i hope that they put the troops on the ground,Claim
so that we can withdraw our troops and focus our military on fighting and winning war,Premise
ive been kind of a hardliner on this issue for more than eight years,Claim
when i was in the senate before i became vice president i was pushing for stronger action against milosevic,Premise
he caused the death of so many people,Premise
he was the last communist party boss there,Premise
then he became a dictator that by some other label he was still essentially a communist dictator,Premise
unfortunately now he is trying to reassert himself in serbian politics,Claim
just today the members of his political party said that they were going to ignore the orders of the new president of serbia,Premise
that they question his legitimacy,Premise
hes still going to try to be actively involved,Premise
he should be held accountable,Claim
he is an indicted war criminal,Premise
by itself that to me can bring into play a fundamental american strategic interest,Claim
its based on our values,Premise
in some of the discussions weve had about when its appropriate for the us to use force around the world at times the standards that youve laid down have given me the impression that if its something like a genocide taking place or what they called ethnic cleansing in bosnia that that alone would not be that that wouldnt be the kind of situation that would cause you to think that the us ought to get involved with troops,Premise
ill commit troops,Claim
if i think its in our nations strategic interest,Premise
i thought it was in our strategic interests to keep milosevic in check,Claim
because of our relations in nato,Premise
i think its important for nato to be strong and confident,Claim
i felt like unchecked milosevic would harm nato,Premise
i thought that was a mistake,Claim
i think that that was illconsidered,Claim
i think in retrospect the lessons there are ones that we should take very very seriously,Claim
i did support it at the time,Premise
i supported that,Claim
i supported that,Claim
supported it,Claim
i voted for it,Premise
yes,Claim
yes,Claim
yes,Claim
thats where the mission went wrong,Claim
started off as a humanitarian mission and it changed into a nationbuilding mission,Premise
the mission was changed,Premise
as a result our nation paid a price,Claim
i dont think our troops ought to be used for whats called nationbuilding,Claim
i think our troops ought to be used to fight and win war,Claim
i think our troops ought to be used to help overthrow the dictator when its in our best interests,Claim
in this case it was a nationbuilding exercise,Premise
same with haiti,Premise
i wouldnt have supported either,Claim
yes,Claim
yes,Claim
yes,Claim
i think the administration did the right thing in that case,Claim
i do,Claim
some of them ive got a conflict of interest on,Claim
the persian gulf,Premise
bosnia,Premise
you have already talked about kosovo,Premise
i thought they made the right decision not to send us troops into rwanda,Claim
the administration made the right decision on training nigerian troops for situations just such as this in rwanda,Claim
it was a horrible situation,Premise
no one liked to see it on our tv screens,Premise
we need to use our influence to have countries in africa come together and help deal with the situation,Claim
its a case where we need to make sure we have an early warning system in place in places where there could be ethnic cleansing and genocide the way we saw it there in rwanda,Premise
i think in retrospect we were too late getting in there,Claim
we could have saved more lives if we had acted earlier,Premise
i do not think that it was an example of a conflict where we should have put our troops in to try to separate the parties for this reason,Claim
we did actually send troops into rwanda to help with the humanitarian relief measures,Premise
my wife tipper who is here actually went on a military plane with general sholicatchvieli on one of those flights,Premise
one of the criteria that i think is important in deciding when and if we should ever get involved around the world is whether or not our national security interest is involved if we can really make the difference with military forces if we tried everything else if we have allies,Claim
in the balkans we have allies nato ready willing and able to go and carry a big part of the burden,Premise
in africa we did not,Premise
i think it was the right thing not to jump in as heartbreaking as it was,Claim
i think we should have come in much quicker with the humanitarian mission,Claim
we had no allies,Premise
it was very unclear that we could actually accomplish what we would want to accomplish about putting military forces there,Premise
our country has tried to create an africa crisis response team there and weve met some resistance,Premise
we have had some luck with nigeria but in sierra leon and now that nigeria has become a democracy and we hope it stays that way then maybe we can build on that,Premise
weve got to do a lot of work in africa to promote democracy and trade,Claim
vice president mentioned nigeria is a fledgling democracy,Premise
we have to work with nigeria,Claim
itâ€™s an important continent,Claim
theres got to be priorities,Premise
middle east is a priority,Claim
as is europe and the far east,Claim
our own hemisphere,Premise
for a lot of reasons,Premise
those are my four top priorities should i be the president,Claim
i thought that was a good model,Claim
i wouldnt have sent troops to haiti,Claim
i didnt think it was a mission worthwhile,Claim
it was a nation building mission,Premise
it was not very successful,Premise
it cost us billions a couple billions of dollars,Premise
im not so sure democracy is any better off in haiti than it was before,Premise
not to say we wont be engaged nor work hard to get other nations to come together to prevent atrocity,Claim
i thought the best example of a way to handle the situation was east timor when we provided logistical support to the australians support that only we can provide,Premise
we cant be all things to all people in the world,Premise
i think thats where maybe the vice president and i begin to have some differences,Claim
i want to be judicious in its use,Claim
im worried about overcommitting our military around the world,Premise
i dont think we agree on that,Claim
i think we have to be very reticent about that,Claim
i would certainly also be judicious in evaluating any potential use of american troops overseas,Claim
the united states is now the natural leader of the world,Claim
the world is changing so rapidly,Premise
the world is getting much closer together,Premise
all these other countries are looking to us,Premise
just because we cannot be involved everywhere and shouldnt be doesnt mean that we should shy away from going in anywhere,Claim
i think there is a difference here,Claim
during the years between world war i and world war ii a great lesson was learned by our military leaders and the people of the united states,Claim
we were nation building,Claim
this idea of nation building is kind of a pejorative phrase,Premise
the lesson was that in the aftermath of world war i we kind of turned our backs and left them to their own devices and they brewed up a lot of trouble that quickly became world war ii,Premise
acting upon that lesson in the aftermath of our great victory in world war ii we laid down the marshall plan president truman did,Premise
we got intimately involved in building nato and other structures there,Premise
we still have lots of troops in europe,Premise
it was economic,Premise
it was also military,Premise
the confidence that those countries recovering from the wounds of war had by having troops there,Premise
we had civil administrators come in to set up their ways of building their towns back,Premise
i think one of the lessons in between world war i and world war ii is we let our military atrophy,Claim
we cant do that,Claim
weve got to rebuild our military,Claim
one of the problems we have in the military is were in a lot of places around the world,Claim
i mentioned one and thats the balkans,Premise
i would very much like to get our troops out of there,Premise
we cant do it now,Claim
that would be an abrogation of our agreement with nato,Premise
i think it ought to be one of our priorities to work with our european friends to convince them to put troops on the ground,Claim
there is an example,Premise
haiti is another example,Premise
i think its important for us to be training columbians in that part of the world,Claim
the hemisphere is in our interest to have a peaceful columbia,Premise
i dont think so,Claim
i think what we need to do is convince people who live in the lands they live in to build the nations,Claim
absolutely not,Claim
when it gets overextended morale drops,Claim
our military is meant to fight and win war,Premise
thats what its meant to do,Premise
i strongly believe we need to have a military presence in the korean peninsula,Claim
not only to keep the peace in the peninsula but to keep regional stability,Premise
i strongly believe we need to keep a presence in nato,Claim
im going to be judicious as to how to use the military,Premise
it needs to be in our vital interest,Claim
the mission needs to be clear,Claim
the extra strategy obvious,Claim
i dont disagree with that,Claim
we ought to get our troops home from places like the balkans as soon as we can as soon as the mission is complete,Claim
thats what we did in haiti,Premise
there are no more than a handful of american military personnel in haiti now,Premise
thats really about all we can do,Claim
haitians have their problems,Premise
we gave them a chance to restore democracy,Premise
i think that we did the right thing there,Claim
if you have a situation like that right in our backyard with chaos about to break out and flotillas forming to come across the water and all kinds of violence there right in one of our neighboring countries there,Premise
we cant allow ourselves to get overextended,Claim
i certainly agree with that,Claim
ive supported building up our capacity,Claim
ive devoted in the budget ive proposed as i said last week more than twice as much as the governor has proposed,Premise
i think that its in better shape now than he generally does,Claim
i believe we ought to have foreign aid,Claim
i dont think we ought to just have foreign aid for the sake of foreign aid,Claim
we have to continue building up readiness and military strength,Claim
we have to also be very cautious in the way we use our military,Claim
thats a place where we can use our generosity to influence in a positive way influence nations,Premise
i think foreign aid needs to be used to encourage markets and reform,Claim
i think a lot of times we just spend aid and say we feel better about it and it ends up being spent the wrong way,Claim
theres some pretty egregious examples recently,Premise
one being russia where we had imf loans that ended up in the pockets of a lot of powerful people and didnt help the nation,Premise
it needs to be available for emergency situations,Claim
i think the imf has got a role in the world,Claim
i dont want to see the imf out there as a way to say to world bankers if you make a bad loan well bail you out,Premise
i thought the president did the right thing with mexico and was very strongly supportive of the administration in mexico,Claim
i dont think the imf ought to be a stop loss for people who ought to be able to evaluate risks themselves,Claim
ill look at every place where were investing money,Claim
i just want to make sure the return is good,Premise
no,Claim
i would make some changes,Claim
i think there need to be reforms in the imf,Claim
ive generally supported it but ive seen them make some calls that i thought were highly questionable,Premise
theres a general agreement in many parts of the world now that there ought to be changes in the imf,Premise
the world bank i think is generally doing a better job,Claim
i think one of the big issues here that doesnt get nearly enough attention is the issue of corruption,Claim
ive worked on this issue,Premise
the governor mentioned it earlier,Premise
corruption in official agencies like militaries and police departments around the world customs officials thats one of the worst forms of it,Premise
its an enormous problem,Premise
i just think jim that this is an absolutely unique period in world history,Claim
theyre looking to us,Premise
the worldâ€™s coming together,Premise
we have got to again lead by example,Claim
help these other countries that are trying to straighten out their situations find the tools in order to do it,Claim
we have a fundamental choice to make,Claim
are we going to step up to the plate as a nation the way we did after world war ii the way that generation of heroes said okay the united states is going to be the leader,Premise
the world benefitted tremendously from the courage that they showed in those postwar years,Premise
i think that in the aftermath of the cold war its time for us to do something very similar,Claim
to step up to the plate,Claim
to provide the leadership on the environment leadership to make sure the world economy keeps moving in the right direction,Claim
that means not running big deficits here and not squandering our surplus,Claim
so that we can provide that leadership role,Premise
it means having intelligent decisions that keep our prosperity going and shepherds that economic strength,Claim
im not so sure the role of the united states is to go around the world and say this is the way its got to be,Claim
we can help,Claim
i want to empower the people,Claim
maybe its just our difference in government the way we view government,Premise
i want to help people help themselves not have government tell people what to do,Claim
i just dont think its the role of the united states to walk into a country and say â€œwe do it this way so should you,Claim
i think we can help,Claim
i know weve got to encourage democracy in the marketplaces,Claim
take russia for example,Premise
we went into russia we said here is some imf money and it ended up in viktor chemomyrdins pocket and others and yet we played like there was reform,Premise
the only people that are going to reform russia are russia,Premise
theyre going to have to make the decision themselves,Claim
mr putin is going to have to make the decision as to whether or not he wants to adhere to rule of law and normal accounting practices so that if countries andor entities invest capital theres a reasonable rate of return a way to get the money out of the economy,Premise
russia has to make the decision,Claim
we can work with them on security matters for example,Premise
its their call to make,Claim
i think one way for us to end up being viewed as the ugly american is for us to go around the world saying â€œwe do it this way so should you,Claim
i think the united states must be humble and must be proud and confident of our values but humble in how we treat nations that are figuring out how to chart their own course,Claim
we trust freedom,Premise
we know freedom is a powerful powerful powerful force much bigger than the united states of america as we saw recently in the balkans,Premise
yes i would,Claim
i would also support a law in the congress that would have the effect of doing the same thing,Claim
the only thing an executive order can accomplish is to ban it in federal law enforcement agencies,Premise
i think that racial profiling is a serious problem,Claim
i think weve now got so many examples around the country that we really have to find ways to end this,Claim
i remember when the stories first came out about the stops in new jersey by the highway patrol there,Premise
i know its been going on a long time,Premise
in some ways this is just a new label for something that has been going on for years,Premise
i have to confess that it was the first time that i really focused on it in a new way,Premise
i was surprised at the extent of it,Premise
imagine what it  what it is like for someone to be singled out unfairly unjustly and feel the unfair force of law simply because of race or ethnicity,Premise
it will be the first civil rights act of the 21st century,Claim
if i am entrusted with the presidency,Premise
that runs counter to what the united states of america is all about at our core,Premise
thats just flat wrong,Premise
thats not what america is all about,Premise
i cant imagine what it would be like to be singled out because of race and stopped and harassed,Premise
we ought to do everything we can to end racial profiling,Claim
i dont want to federalize the local police forces,Claim
we need to make sure that internal affairs divisions at the local level do their job and be given a chance to do their job,Premise
obviously in the egregious cases we need to enforce civil rights law,Premise
i believe in local control of governments,Claim
if they dont,Premise
there needs to be a consequence at the federal level,Claim
its very important that we not overstep our bounds,Claim
most police officers are good dedicated honorable citizens who are doing their job putting their lives at risk who arent bigoted or arent prejudiced,Premise
i dont think they ought to be held guilty,Claim
i do think we need to find out where racial profiling occurs and do something about it and say to the local folks get it done,Claim
there will be a federal consequence,Claim
if you cant,Premise
yeah,Claim
i would agree,Claim
i also agree that most police officers of course are doing a good job and hate this practice also,Premise
i talked to an africanamerican police officer in springfield massachusetts not long ago who raised this question and said that in his opinion one of the biggest solutions is in the training,Premise
not only the training in police procedures but human relations,Premise
i think that racial profiling is part of a larger issue of how we deal with race in america,Claim
james byrd was singled out because of his race in texas,Premise
other americans have been singled out because of their race or ethnicity,Premise
i think we can embody our values by passing a hate crimes law,Claim
i think these crimes are different,Claim
i think theyre different,Claim
theyre based on prejudice and hatred which gives rise to crimes that have not just a single victim but theyre intended to stigmatize and dehumanize a whole group of people,Premise
no i dont,Claim
no,Claim
weve got one in texas,Premise
the three men who murdered james byrd guess whats going to happen to them theyre going to be put to death,Premise
a jury found them guilty,Premise
its going to be hard to punish them any worse after they get put to death,Premise
its the right cause,Claim
its the right decision,Claim
there is other forms of racial profiling that goes on in america,Claim
arabamericans are racially profiled in what is called secret evidence,Premise
people are stopped,Premise
we have to do something about that,Claim
my friend senator spencer abraham of michigan is pushing a law to make sure that arabamericans are treated with respect,Premise
racial profiling isnt just an issue at local police forces,Claim
its an issue throughout our society,Claim
were going to have to deal with it more and more,Claim
we become a diverse society,Premise
i believe as sure as im sitting here that most americans really care,Claim
theyre tolerant people,Premise
theyre good tolerant people,Premise
its the very few that create most of the crises,Premise
we just have to find them and deal with them,Claim
let me tell you where the biggest discrimination comes in public education when we just move children through the schools,Claim
my friend phyllis hunter is here,Premise
she had one of the greatest lines of all lines,Premise
she said reading is the new civil right,Premise
shes right,Claim
to make sure our society is as hopeful as it possibly can be every single child in america must be educated,Claim
i mean every child,Claim
it starts with making sure every child learns to read,Premise
k2 diagnostic testing so we know whether or not theres a deficiency,Premise
curriculum that works and phonics needs to be an integral part of our reading curriculum,Premise
intensive reading laboratories teacher retraining,Premise
there needs to be a wholesale effort against racial profiling which is illiterate children,Claim
we can do better in our public schools,Claim
we can close an achievement gap,Claim
it starts with making sure we have strong accountability,Claim
one of the cornerstones of reform and good reform is to measure,Claim
when you measure you can ask the question do they know is anybody being profiled is anybody being discriminated against,Premise
it becomes a tool a corrective tool,Premise
i believe the federal government must say that if you receive any money you must show us whether or not the children are learning,Claim
any money from the federal government for disadvantaged children for example,Premise
if they are fine,Claim
if theyre not there has to be a consequence,Claim
make sure we end up getting rid of basic structural prejudice is education,Claim
there is nothing more prejudiced than not educating a child,Premise
i think we need tough enforcement of the civil rights laws,Claim
i think we still need affirmative action,Claim
i would pass a hate crimes law,Claim
i may have been misled by all the news reports about this matter,Claim
the law that was proposed in texas that had the support of the byrd family and a whole lot of people in texas did in fact die in committee,Premise
its important,Claim
not just because of texas but because this mirrors the national controversy,Premise
there may be some other statute that was already on the books but certainly the advocates of the hate crimes law felt that a tough new law was needed,Premise
there is pending now in the congress a national hate crimes law,Claim
because of james byrd,Premise
because of matthew shepard who was crucified on a split rail fence by bigots,Premise
because of others,Premise
that law has died in committee,Claim
because of the same kind of opposition,Premise
absolutely,Claim
i would support the orrin hatch version of it not the senator kennedy version,Claim
were going to go after all crime,Claim
if you have a state that fully supports the law like we do in texas,Premise
were going to make sure people get punished for the crime,Claim
thats whats gonna happen in the state of texas,Claim
in this case we cant enhance the penalty any more than putting those three thugs to death,Premise
im not for gay marriage,Claim
i think marriage is a sacred institution between a man and a woman,Claim
i think marriage is a sacred institution,Claim
i feel strongly that marriage should be between a man and a woman,Claim
i appreciated the way the administration signed the defense of marriage act,Premise
im going to be respectful for people who may disagree with me,Claim
ive had a record of doing so in the state of texas,Premise
ive been a person that had been called a uniter not a divider,Claim
i accept other peoples points of view,Premise
i agree with that,Claim
i did support that law,Premise
i think that we should find a way to allow some kind of civic unions,Claim
i think the three of us have one view and the governor has another view,Claim
i basically agree with dick cheney and joe lieberman,Premise
i will be a tolerant person,Claim
ive been a tolerant person all my life,Premise
i just happen to believe strongly that marriage is between a man and a woman,Claim
yes,Claim
i dont think they ought to have special rights,Claim
i think they ought to have the same rights,Claim
i strongly support it,Claim
theres a law pending called the employment nondiscrimination act,Premise
what it says is that gays and lesbians cant be fired from their job because theyre gay or lesbian,Premise
it would be a federal law preventing that,Premise
its been blocked by the opponents in the majority in the congress,Premise
i have no idea,Claim
i dont know the particulars of this law,Premise
i think thats a private matter,Claim
i think thats the way it ought to be,Claim
im the kind of person i dont hire or fire somebody based upon their sexual orientation,Premise
i dont really think its any of my  you know any of my concerns what  how you conduct your sex life,Premise
i support equal rights but not special rights for people,Claim
im going to be respectful for people,Claim
ill tolerate people,Claim
it would be if theyre given special protective status,Premise
that doesnt mean we shouldnt fully enforce laws and fully protect people and fully honor people which i will do as the president of the united states,Claim
i hope that we can come back to the subject of education,Claim
the governor made an extensive statement on it and i have a very different view than the one he expressed,Premise
i will not do anything to affect the rights of hunters or sportsmen,Claim
i think that homeowners have to be respected and their right to have a gun if they wish to,Claim
i think these assault weapons are a problem,Claim
the problem i see is that there are too many guns getting into the hands of children and criminals,Premise
people who for whatever reason some kind of history of stalking or domestic abuse really should not be able to get guns,Claim
i think we ought to restore the threeday waiting period under the brady law,Claim
i think we should toughen the enforcement of gun laws,Claim
so that the ones that are already on the books can be enforced much more effectively,Premise
some of the restrictions that have been placed by the congress in the last couple of years i think  in the last few years i think have been unfortunate,Claim
i think that we ought to make all schools gun free,Claim
have a gunfree zone around every school in this country,Claim
i think that measures like these are important,Claim
child safety trigger locks on a mandatory basis and others,Claim
i favor closing the gun show loophole,Claim
i cast the tiebreaking vote to close it but then the majority in the house of representatives went the other way,Premise
thats still pending,Premise
if we could get agreement on that maybe they could pass that in the final days of this congress,Premise
it starts with enforcing law,Claim
when you say loud and clear to somebody if youre going to carry a gun illegally were going to arrest you,Premise
the local law enforcement officials need help at the federal level,Claim
programs like project exile where the federal government intensifies arresting people who illegally use guns,Premise
if youre going to sell a gun illegally you need to be arrested,Premise
if you commit a crime with a gun there needs to be absolute certainty in the law,Premise
we havent done a very good job of that at the federal level recently,Premise
im going to make it a priority,Claim
i dont think we ought to be selling guns to people who shouldnt have them,Claim
i support instant background checks at gun shows,Claim
one of the reasons we have an instant background check is so that we instantly know whether or not somebody should have a gun or not,Premise
in texas i tried to do something innovative,Premise
theres a lot of talk about trigger locks being on guns sold in the future,Premise
i support that,Claim
i said if you want a trigger lock to make your gun safe come and get one for free,Premise
so were distributing in our state of texas for free,Premise
i think we ought to raise the age at which a juvenile can carry a handgun from 18 to 21,Claim
i think the only people that are going to show up to register or get a license  i guess licensing like a drivers license for a gun the only people that are going to show up are lawabiding citizens,Claim
the criminal is not going to show up and say hey give me my id card,Premise
its the lawabiding citizens who will do that,Premise
i dont think that is going to be an effective tool to make the  keep our society safe,Claim
i disagree with the vice president on this issue,Claim
he is for registration of guns,Premise
im not for registration,Claim
i am for licensing by states of new handgun purchases,Claim
a photo license id like a drivers license for new handguns,Premise
i think states should do that for new handguns,Claim
